arm,arm_label,group,question_id,object,object_kind,tour_seen,day,weekday,weekend,hour,hour_bin,truth,truth_room,prediction,prediction_room,error_type,p_truth,p_prediction,n_selected_arms_wrong
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2089,vacuum_cleaner_shared_1,shared,True,23,Wed,False,9.44,morning 6-12,couch_l1,living,bedroom_floor_b1,bedroom,wrong room,0.4296,0.4348,0
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2108,notebook_mara,personal,False,23,Wed,False,9.61,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0359,0.4513,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2074,phone_mara,personal,False,23,Wed,False,9.96,morning 6-12,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.0839,0.4086,9
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2032,mug_mara,personal,True,23,Wed,False,10.55,morning 6-12,counter_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0983,0.4049,2
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2096,plate_shared_2,shared,True,23,Wed,False,10.64,morning 6-12,counter_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.1586,0.4338,1
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2075,mug_mara,personal,True,23,Wed,False,11.02,morning 6-12,counter_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.1002,0.4052,1
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2107,charger_mara,personal,False,23,Wed,False,11.36,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.1141,0.4226,9
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2099,pen_mara,personal,True,23,Wed,False,11.77,morning 6-12,counter_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0884,0.6470,6
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2060,pen_mara,personal,True,23,Wed,False,11.87,morning 6-12,counter_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0882,0.6481,7
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2059,notebook_mara,personal,False,23,Wed,False,12.01,afternoon 12-18,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0369,0.4555,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2022,glasses_mara,personal,False,23,Wed,False,12.19,afternoon 12-18,OUT_OF_HOUSE,out of house,coffee_table_l1,living,missed away,0.0302,0.3821,9
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2045,backpack_mara,personal,False,23,Wed,False,14.27,afternoon 12-18,OUT_OF_HOUSE,out of house,dish_rack_k1,kitchen,missed away,0.0539,0.3762,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2097,phone_mara,personal,False,23,Wed,False,14.36,afternoon 12-18,OUT_OF_HOUSE,out of house,couch_l1,living,missed away,0.1311,0.2011,9
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2085,plate_shared_2,shared,True,23,Wed,False,14.62,afternoon 12-18,counter_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.1921,0.4203,0
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2072,jacket_mara,personal,False,23,Wed,False,14.62,afternoon 12-18,OUT_OF_HOUSE,out of house,armchair_l1,living,missed away,0.0432,0.3966,9
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2024,keys_mara,personal,False,23,Wed,False,15.08,afternoon 12-18,OUT_OF_HOUSE,out of house,chair_k1,kitchen,missed away,0.0690,0.4832,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2051,water_bottle_mara,personal,False,23,Wed,False,15.27,afternoon 12-18,OUT_OF_HOUSE,out of house,counter_k1,kitchen,missed away,0.0925,0.2278,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2043,plate_shared_2,shared,True,23,Wed,False,15.94,afternoon 12-18,counter_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.1972,0.4066,0
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2031,pen_mara,personal,True,23,Wed,False,16.89,afternoon 12-18,counter_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.1251,0.6924,5
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2078,lunchbox_mara,personal,True,23,Wed,False,16.97,afternoon 12-18,dish_rack_k1,kitchen,OUT_OF_HOUSE,out of house,false away,0.0556,0.4500,11
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2023,headphones_mara,personal,False,23,Wed,False,20.02,evening 18-24,chair_k1,kitchen,couch_l1,living,wrong room,0.2706,0.2749,8
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2035,book_mara,personal,True,23,Wed,False,20.26,evening 18-24,couch_l1,living,coffee_table_l1,living,"right room, wrong spot",0.0227,0.5218,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2076,headphones_mara,personal,False,23,Wed,False,22.05,evening 18-24,chair_k1,kitchen,couch_l1,living,wrong room,0.2618,0.2659,8
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2025,jacket_mara,personal,False,23,Wed,False,22.96,evening 18-24,OUT_OF_HOUSE,out of house,entry_hook_e1,entry,missed away,0.1278,0.3364,11
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2144,pan_shared_1,shared,True,24,Thu,False,6.41,morning 6-12,kitchen_table_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.1518,0.6164,9
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2194,phone_mara,personal,False,24,Thu,False,6.76,morning 6-12,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.0356,0.3392,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2120,yoga_mat_mara,personal,True,24,Thu,False,7.75,morning 6-12,OUT_OF_HOUSE,out of house,couch_l1,living,missed away,0.0235,0.8220,11
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2145,glasses_mara,personal,False,24,Thu,False,7.79,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0286,0.4542,9
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2117,backpack_mara,personal,False,24,Thu,False,7.92,morning 6-12,OUT_OF_HOUSE,out of house,dish_rack_k1,kitchen,missed away,0.0428,0.5326,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2178,notebook_mara,personal,False,24,Thu,False,7.95,morning 6-12,OUT_OF_HOUSE,out of house,chair_k1,kitchen,missed away,0.0352,0.5147,9
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2174,pan_shared_1,shared,True,24,Thu,False,8.14,morning 6-12,kitchen_table_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.1657,0.5978,0
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2164,yoga_mat_mara,personal,True,24,Thu,False,8.95,morning 6-12,OUT_OF_HOUSE,out of house,couch_l1,living,missed away,0.0239,0.8325,11
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2201,pan_shared_1,shared,True,24,Thu,False,9.60,morning 6-12,kitchen_table_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.1876,0.6206,0
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2163,headphones_mara,personal,False,24,Thu,False,9.81,morning 6-12,OUT_OF_HOUSE,out of house,couch_l1,living,missed away,0.0396,0.2786,8
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2154,phone_mara,personal,False,24,Thu,False,9.85,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0569,0.5094,9
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2153,backpack_mara,personal,False,24,Thu,False,10.82,morning 6-12,OUT_OF_HOUSE,out of house,dish_rack_k1,kitchen,missed away,0.0442,0.5367,9
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2191,bowl_shared_2,shared,True,24,Thu,False,11.38,morning 6-12,kitchen_table_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.3164,0.4890,1
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2147,book_mara,personal,True,24,Thu,False,12.09,afternoon 12-18,couch_l1,living,coffee_table_l1,living,"right room, wrong spot",0.1062,0.6555,2
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2197,glasses_mara,personal,False,24,Thu,False,12.92,afternoon 12-18,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0491,0.7641,9
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2173,bowl_shared_2,shared,True,24,Thu,False,13.79,afternoon 12-18,kitchen_table_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.3641,0.5063,0
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2127,plate_shared_2,shared,True,24,Thu,False,14.54,afternoon 12-18,counter_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.1600,0.5913,0
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2126,wallet_mara,personal,False,24,Thu,False,15.12,afternoon 12-18,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0423,0.6520,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2128,jacket_mara,personal,False,24,Thu,False,15.27,afternoon 12-18,OUT_OF_HOUSE,out of house,dish_rack_k1,kitchen,missed away,0.1085,0.2732,9
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2137,charger_mara,personal,False,24,Thu,False,15.59,afternoon 12-18,OUT_OF_HOUSE,out of house,sink_k1,kitchen,missed away,0.0630,0.4279,9
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2177,keys_mara,personal,False,24,Thu,False,15.77,afternoon 12-18,OUT_OF_HOUSE,out of house,cupboard_k1,kitchen,missed away,0.0633,0.4292,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2166,tablet_mara,personal,True,24,Thu,False,16.00,afternoon 12-18,chair_k1,kitchen,OUT_OF_HOUSE,out of house,false away,0.2816,0.4021,2
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2195,yoga_mat_mara,personal,True,24,Thu,False,16.27,afternoon 12-18,OUT_OF_HOUSE,out of house,couch_l1,living,missed away,0.1700,0.5809,11
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2165,pot_shared_1,shared,True,24,Thu,False,17.86,afternoon 12-18,dish_rack_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.0188,0.7202,11
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2156,mug_shared_1,shared,True,24,Thu,False,18.69,evening 18-24,cupboard_k1,kitchen,dish_rack_k1,kitchen,"right room, wrong spot",0.0022,0.8204,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2181,glasses_mara,personal,False,24,Thu,False,19.03,evening 18-24,kitchen_table_k1,kitchen,coffee_table_l1,living,wrong room,0.2033,0.2536,0
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2123,mug_mara,personal,True,24,Thu,False,20.35,evening 18-24,sink_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0031,0.5134,11
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2141,headphones_mara,personal,False,24,Thu,False,20.68,evening 18-24,OUT_OF_HOUSE,out of house,couch_l1,living,missed away,0.1363,0.1862,11
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2132,phone_mara,personal,False,24,Thu,False,21.27,evening 18-24,entry_table_e1,entry,nightstand_b1,bedroom,wrong room,0.0234,0.3308,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2155,lunchbox_mara,personal,True,24,Thu,False,22.52,evening 18-24,counter_k1,kitchen,dish_rack_k1,kitchen,"right room, wrong spot",0.1564,0.2152,3
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2261,headphones_mara,personal,False,25,Fri,False,0.71,night 0-6,OUT_OF_HOUSE,out of house,couch_l1,living,missed away,0.1033,0.1932,2
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2274,notebook_mara,personal,False,25,Fri,False,0.99,night 0-6,kitchen_table_k1,kitchen,chair_k1,kitchen,"right room, wrong spot",0.2075,0.2962,0
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2232,headphones_mara,personal,False,25,Fri,False,1.16,night 0-6,OUT_OF_HOUSE,out of house,couch_l1,living,missed away,0.0999,0.1919,2
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2215,notebook_mara,personal,False,25,Fri,False,5.80,night 0-6,kitchen_table_k1,kitchen,chair_k1,kitchen,"right room, wrong spot",0.2270,0.3239,0
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2238,jacket_mara,personal,False,25,Fri,False,7.11,morning 6-12,OUT_OF_HOUSE,out of house,entry_hook_e1,entry,missed away,0.0301,0.3843,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2256,pot_shared_1,shared,True,25,Fri,False,7.24,morning 6-12,dish_rack_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.1042,0.6606,2
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2249,plate_shared_1,shared,True,25,Fri,False,7.31,morning 6-12,sink_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0752,0.7159,1
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2270,wallet_mara,personal,False,25,Fri,False,7.58,morning 6-12,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0316,0.6234,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2205,plate_shared_1,shared,True,25,Fri,False,8.11,morning 6-12,sink_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0775,0.7091,1
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2279,water_bottle_mara,personal,False,25,Fri,False,9.60,morning 6-12,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.0237,0.4867,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2257,water_bottle_mara,personal,False,25,Fri,False,9.61,morning 6-12,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.0237,0.4867,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2204,wallet_mara,personal,False,25,Fri,False,9.89,morning 6-12,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0366,0.7120,9
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2217,pot_shared_1,shared,True,25,Fri,False,10.51,morning 6-12,dish_rack_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.1240,0.6776,1
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2228,keys_mara,personal,False,25,Fri,False,11.20,morning 6-12,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0311,0.5089,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2206,backpack_mara,personal,False,25,Fri,False,11.60,morning 6-12,OUT_OF_HOUSE,out of house,chair_k1,kitchen,missed away,0.0707,0.3063,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2219,phone_mara,personal,False,25,Fri,False,12.42,afternoon 12-18,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0808,0.5790,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2227,glasses_mara,personal,False,25,Fri,False,13.65,afternoon 12-18,OUT_OF_HOUSE,out of house,coffee_table_l1,living,missed away,0.1952,0.2376,9
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2243,phone_mara,personal,False,25,Fri,False,16.77,afternoon 12-18,tv_stand_l1,living,entry_table_e1,entry,wrong room,0.0087,0.5086,11
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2230,pen_mara,personal,True,25,Fri,False,17.94,afternoon 12-18,sink_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.0031,0.6820,11
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2278,umbrella_mara,personal,True,25,Fri,False,18.77,evening 18-24,counter_k1,kitchen,chair_k1,kitchen,"right room, wrong spot",0.0173,0.3580,11
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2289,lunchbox_mara,personal,True,25,Fri,False,20.71,evening 18-24,coffee_table_l1,living,dish_rack_k1,kitchen,wrong room,0.0164,0.1979,11
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2212,mug_shared_1,shared,True,25,Fri,False,20.75,evening 18-24,coffee_table_l1,living,cupboard_k1,kitchen,wrong room,0.0235,0.3517,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2284,wallet_mara,personal,False,25,Fri,False,20.82,evening 18-24,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.1771,0.2243,11
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2207,umbrella_mara,personal,True,25,Fri,False,20.89,evening 18-24,counter_k1,kitchen,chair_k1,kitchen,"right room, wrong spot",0.0155,0.3130,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2268,umbrella_mara,personal,True,25,Fri,False,22.17,evening 18-24,counter_k1,kitchen,chair_k1,kitchen,"right room, wrong spot",0.0162,0.3229,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2240,mug_shared_1,shared,True,25,Fri,False,22.82,evening 18-24,coffee_table_l1,living,dish_rack_k1,kitchen,wrong room,0.0241,0.4131,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2348,plate_shared_2,shared,True,26,Sat,True,6.87,morning 6-12,sink_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.1549,0.5776,0
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2342,mug_mara,personal,True,26,Sat,True,7.39,morning 6-12,counter_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.2808,0.4319,1
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2332,mug_shared_1,shared,True,26,Sat,True,7.41,morning 6-12,coffee_table_l1,living,dish_rack_k1,kitchen,wrong room,0.0197,0.4919,2
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2349,jacket_mara,personal,False,26,Sat,True,8.95,morning 6-12,OUT_OF_HOUSE,out of house,entry_hook_e1,entry,missed away,0.0356,0.5893,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2327,water_bottle_mara,personal,False,26,Sat,True,10.24,morning 6-12,bathroom_shelf_ba1,bathroom,nightstand_b1,bedroom,wrong room,0.0170,0.3396,7
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2341,lunchbox_mara,personal,True,26,Sat,True,10.44,morning 6-12,counter_k1,kitchen,coffee_table_l1,living,wrong room,0.1397,0.2095,4
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2374,mug_mara,personal,True,26,Sat,True,10.68,morning 6-12,sink_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0114,0.6970,9
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2315,phone_mara,personal,False,26,Sat,True,12.96,afternoon 12-18,dish_rack_k1,kitchen,entry_table_e1,entry,wrong room,0.0141,0.2920,11
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2298,headphones_mara,personal,False,26,Sat,True,13.67,afternoon 12-18,kitchen_table_k1,kitchen,OUT_OF_HOUSE,out of house,false away,0.0450,0.1977,1
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2358,glasses_mara,personal,False,26,Sat,True,14.62,afternoon 12-18,nightstand_b1,bedroom,coffee_table_l1,living,wrong room,0.0692,0.1984,11
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2362,book_mara,personal,True,26,Sat,True,14.71,afternoon 12-18,nightstand_b1,bedroom,couch_l1,living,wrong room,0.1753,0.6116,11
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2309,jacket_mara,personal,False,26,Sat,True,16.25,afternoon 12-18,chair_k2,kitchen,entry_hook_e1,entry,wrong room,0.0042,0.7498,11
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2369,glasses_mara,personal,False,26,Sat,True,16.28,afternoon 12-18,nightstand_b1,bedroom,kitchen_table_k1,kitchen,wrong room,0.0621,0.2130,11
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2376,water_bottle_mara,personal,False,26,Sat,True,16.51,afternoon 12-18,sink_k1,kitchen,nightstand_b1,bedroom,wrong room,0.0729,0.3557,9
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2377,phone_mara,personal,False,26,Sat,True,16.67,afternoon 12-18,dish_rack_k1,kitchen,nightstand_b1,bedroom,wrong room,0.0417,0.3676,11
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2359,phone_mara,personal,False,26,Sat,True,17.17,afternoon 12-18,dish_rack_k1,kitchen,nightstand_b1,bedroom,wrong room,0.0427,0.3560,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2295,mug_mara,personal,True,26,Sat,True,19.16,evening 18-24,coffee_table_l1,living,sink_k1,kitchen,wrong room,0.1238,0.3083,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2367,medication_bottle_mara,personal,True,26,Sat,True,20.76,evening 18-24,bathroom_shelf_ba1,bathroom,counter_k1,kitchen,wrong room,0.2935,0.4630,8
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2380,jacket_mara,personal,False,26,Sat,True,21.53,evening 18-24,chair_k2,kitchen,entry_hook_e1,entry,wrong room,0.0176,0.2574,11
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2303,backpack_mara,personal,False,26,Sat,True,22.45,evening 18-24,entry_hook_e1,entry,chair_k1,kitchen,wrong room,0.3048,0.3653,8
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2336,backpack_mara,personal,False,26,Sat,True,22.75,evening 18-24,entry_hook_e1,entry,chair_k1,kitchen,wrong room,0.3043,0.3648,8
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2329,pan_shared_1,shared,True,26,Sat,True,23.41,evening 18-24,sink_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0163,0.7913,9
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2300,water_bottle_mara,personal,False,26,Sat,True,23.55,evening 18-24,sink_k1,kitchen,bathroom_shelf_ba1,bathroom,wrong room,0.1265,0.2982,9
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2314,glasses_mara,personal,False,26,Sat,True,23.65,evening 18-24,nightstand_b1,bedroom,kitchen_table_k1,kitchen,wrong room,0.3098,0.3445,8
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2436,backpack_mara,personal,False,27,Sun,True,7.13,morning 6-12,entry_hook_e1,entry,chair_k1,kitchen,wrong room,0.2924,0.3503,0
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2456,headphones_mara,personal,False,27,Sun,True,7.93,morning 6-12,kitchen_table_k1,kitchen,chair_k1,kitchen,"right room, wrong spot",0.1032,0.1693,0
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2406,wallet_mara,personal,False,27,Sun,True,8.34,morning 6-12,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0363,0.6914,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2417,keys_mara,personal,False,27,Sun,True,8.47,morning 6-12,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0380,0.8465,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2469,wallet_mara,personal,False,27,Sun,True,8.93,morning 6-12,dish_rack_k1,kitchen,entry_table_e1,entry,wrong room,0.0012,0.7924,11
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2455,phone_mara,personal,False,27,Sun,True,9.72,morning 6-12,nightstand_b1,bedroom,entry_table_e1,entry,wrong room,0.2298,0.2531,1
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2437,wallet_mara,personal,False,27,Sun,True,10.09,morning 6-12,dish_rack_k1,kitchen,entry_table_e1,entry,wrong room,0.0019,0.7823,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2432,glasses_mara,personal,False,27,Sun,True,10.12,morning 6-12,kitchen_table_k1,kitchen,nightstand_b1,bedroom,wrong room,0.0293,0.5174,1
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2454,water_bottle_mara,personal,False,27,Sun,True,10.13,morning 6-12,sink_k1,kitchen,nightstand_b1,bedroom,wrong room,0.2621,0.3536,8
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2402,jacket_mara,personal,False,27,Sun,True,10.77,morning 6-12,counter_k1,kitchen,entry_hook_e1,entry,wrong room,0.0040,0.5197,11
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2412,headphones_mara,personal,False,27,Sun,True,11.45,morning 6-12,kitchen_table_k1,kitchen,couch_l1,living,wrong room,0.0342,0.2074,4
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2397,phone_mara,personal,False,27,Sun,True,13.82,afternoon 12-18,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.1523,0.3120,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2440,mug_mara,personal,True,27,Sun,True,14.88,afternoon 12-18,coffee_table_l1,living,counter_k1,kitchen,wrong room,0.2837,0.3397,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2438,water_bottle_mara,personal,False,27,Sun,True,15.09,afternoon 12-18,sink_k1,kitchen,nightstand_b1,bedroom,wrong room,0.3149,0.4246,8
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2382,glasses_mara,personal,False,27,Sun,True,17.50,afternoon 12-18,cupboard_k1,kitchen,coffee_table_l1,living,wrong room,0.0434,0.2856,10
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2446,headphones_mara,personal,False,27,Sun,True,17.57,afternoon 12-18,counter_k1,kitchen,couch_l1,living,wrong room,0.0163,0.2135,11
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2419,tablet_mara,personal,True,27,Sun,True,18.03,evening 18-24,counter_k1,kitchen,chair_k1,kitchen,"right room, wrong spot",0.0460,0.8541,9
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2425,phone_mara,personal,False,27,Sun,True,19.29,evening 18-24,nightstand_b1,bedroom,kitchen_table_k1,kitchen,wrong room,0.0928,0.2310,2
passive__tree__tree_named,"tree LLM, re-asking [passive]",passive,q2445,plate_shared_2,shared,True,27,Sun,True,20.22,evening 18-24,counter_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.1353,0.7155,10
passive__tree_fixed__tree_anonymized,"tree LLM, fixed roots, anonymized [passive]",anonymized,q0021,keys_mara,personal,False,0,Mon,False,16.99,afternoon 12-18,entry_table_e1,entry,bathroom_shelf_ba1,bathroom,wrong room,0.0372,0.1448,0
passive__tree_fixed__tree_anonymized,"tree LLM, fixed roots, anonymized [passive]",anonymized,q0023,water_bottle_mara,personal,False,0,Mon,False,17.20,afternoon 12-18,kitchen_table_k1,kitchen,bathroom_shelf_ba1,bathroom,wrong room,0.0728,0.1448,2
